Title,Buy Box: Current,Amazon: Current,New: Current,New: Highest,"New, 3rd Party FBM 🚚: Current",eBay Used 🚚: Current,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC
Birkenstock Gizeh Blue Womens Sandals Size 36 EU M,,,,$138.00 ,,,,B0013VHZ8U,4.01387E+12,4013871369196
Birkenstock Unisex Adults Gizeh Open Toe Summer T-Bar Birko Flor Sandals - Blue - W6/M4,$106.98 ,,$106.98 ,$236.95 ,,,2,B000MSVW48,4.01387E+12,4013871369202
"BIRKENSTOCK Unisex Flip Flops, Blue 143621, 7.5 US Women",$106.98 ,,$106.98 ,$138.00 ,,,1,B000MSWSSC,4.01387E+12,4013871369226
"BIRKENSTOCK Unisex's Flip Flops, Blue 143621, 41 EU",$79.99 ,,$79.99 ,$145.97 ,$79.99 ,,3,B0013VJQKA,4.01387E+12,4013871369240
Birkenstock Unisex Clogs Super-Birki - Blue - Men 15-15.5,$93.90 ,,$69.90 ,$152.95 ,$93.90 ,,2,B00UHKMGV4,4.01387E+12,4013871411635
Birkenstock Madrid White Womens Sandals Size 38 EU,,,$89.50 ,$105.00 ,$89.50 ,,2,B000MSVU2M,4.01387E+12,4013871435532
"Birkenstock Men's Sandals, Mocca, 8-8.5",,,$136.50 ,$189.98 ,,,1,B003AQCMDO,4.01387E+12,4013871455516
"Birkenstock Milano, Unisex-Adult Sandals, Mocca, 7.5 UK (41 EU)",,,$135.00 ,$135.00 ,$135.00 ,,2,B003AQCMFW,4.01387E+12,4013871455622
"Birkenstock Milano, Unisex-Adult Sandals, Mocca, 8 UK (42 EU)",,,$136.50 ,$155.00 ,,,1,B003AQCMH0,4.01387E+12,4013871455639
Birkenstock Unisex Madrid BS Birko-Flor Black Sandals 6 W / 4 M US,$79.99 ,,$79.99 ,$130.30 ,,,0,B001FX6S20,4.01387E+12,4013871540199
"BIRKENSTOCK Women's Mules, Black 49, 38 EU",$91.79 ,,$91.79 ,$125.00 ,$91.79 ,,1,B000KBMHWI,4.01387E+12,4013871540205
Birkenstock Unisex Madrid BS Birko-Flor Black Sandals 8 W / 6 M US,$141.95 ,,$141.95 ,$166.95 ,$141.95 ,,1,B000QDZX0I,4.01387E+12,4013871540212
Birkenstock Women´s Madrid Black Synthetic Sandals 39 EU (M6/L8 US) R 040791,$91.79 ,,$91.79 ,$102.36 ,$91.79 ,,1,B07DDC89QJ,4.01387E+12,4013871540212
"BIRKENSTOCK Men's Mules, Black, 9.5 US",,,,$228.53 ,,,,B000QDTV0Q,4.01387E+12,4013871540250
Birkenstock Men´s Madrid Black Synthetic Sandals 43 EU (M10 US) N 040793,,,$152.95 ,$152.95 ,$152.95 ,,1,B06XCSPPZH,4.01387E+12,4013871547785
"Birkenstock Men's Super-Birki Cork Footbed Clog, Color: Black, Size: 38",$77.83 ,,$77.83 ,$130.00 ,$77.83 ,,3,B000MV0EBW,4.01387E+12,4013871567141
Birkenstock Unisex Clogs Super-Birki - Black - Woman 8-8.5 / Men 6-6.5,$79.90 ,,$79.90 ,$116.95 ,,,0,B00G9TH4UK,4.01387E+12,4013871567158
Birkenstock Unisex Clogs Super-Birki - Black - Woman 12-12.5 / Men 10-10.5,$78.52 ,,$74.90 ,$140.00 ,$78.52 ,,3,B000KCXCCG,4.01387E+12,4013871567196
Birkenstock Unisex Clogs Super-Birki - Black - Men 12-12.5,$79.95 ,,$69.90 ,$130.00 ,$93.90 ,,2,B000KCZ99A,4.01387E+12,4013871567219
"BIRKENSTOCK BIRK-51751 Arizona Leather Sandals, Blue, 41",,,$145.95 ,$150.00 ,,,0,B000K05IRA,4.01387E+12,4013871589518
"Birkenstock Men's BIRK-051061 Arizona Sandal, Blue, 43",$83.15 ,,$83.15 ,$175.00 ,$152.95 ,,1,B000K0CKWG,4.01387E+12,4013871589532
"Birkenstock Men's Open Toe Sandals, Blue, 46 EU Étroit",,,$157.95 ,$229.38 ,$157.95 ,,3,B000K08NYA,4.01387E+12,4013871589686
Birkenstock Unisex Boston Wool Felt Open Back Cloggs - Anthracite - 5-5.5,$220.58 ,,$220.58 ,$222.58 ,$220.58 ,,2,B00UFOJH96,4.01387E+12,4013871694830
Birkenstock Men's Boston Nubuck Felt Buckle Regular Fit Sandal Anthracite-Anthracite-7.5,$150.38 ,,$150.38 ,$378.83 ,$150.38 ,,2,B0013VKIUM,4.01387E+12,4013871694885
"Birkenstock Boston, Unisex Adults' Clogs, Grey (Anthrazit),9 UK",,,$180.47 ,$292.32 ,,,1,B003AQCC02,4.01387E+12,4013871705383
"BIRKENSTOCK Women's Mules, Brown Nubuck Mocha, 8.5 US",$104.81 ,,$104.81 ,$113.15 ,$104.81 ,,3,B000QDULA0,4.01387E+12,4013871742814
"Birkenstock Women's Sandals, Mocca 040093, 10",,,$102.53 ,$122.95 ,$102.53 ,,2,B001LQZ14M,4.01387E+12,4013871742845
Birkenstock Women's Madrid Mocca Birko Flor Sandals 37 M EU,$79.95 ,,$79.95 ,$113.14 ,$79.95 ,,4,B000QEXAJ8,4.01387E+12,4013871742883
"Birkenstock Women's Mule Gizeh V Sky Blue Cv R, Multi, 7 Narrow",$108.55 ,,$104.00 ,$130.99 ,$108.55 ,,4,B001LR7P0E,4.01387E+12,4013871742890
"BIRKENSTOCK Women's Mules, Mocha, 8",,,$96.00 ,$130.99 ,$96.00 ,,3,B000MSU4A6,4.01387E+12,4013871742906
"Birkenstock Unisex-Adult Arizona Soft Footbed Sandals, Grey Stone, 6.5 us",,,$159.13 ,$190.95 ,$146.95 ,,1,B000UWJD5G,4.01387E+12,4013871744856
Birkenstock Boston Cacao Wool Unisex Mule Slippers 10 Cacao,,,$186.95 ,$457.56 ,,,1,B0036WWMAA,4.01387E+12,4013871778776
Birkenstock Women's Boston Cocoa Wool Clogs 45 M EU / 12 F(M) UK,,,$194.67 ,$334.10 ,$228.47 ,,1,B003BZ970A,4.01387E+12,4013871778813
"Birkenstock Women's Flatform Sandals, Mocha 043751, 5.5",$103.80 ,,$103.51 ,$120.00 ,$103.51 ,,5,B000UWP9SG,4.01387E+12,4013871891093
Birkenstock Women's Gizeh Cork Footbed Thong Sandal Mocha 37 Medium EU,$100.10 ,,$100.00 ,$100.00 ,$103.72 ,,5,B000MSU7VC,4.01387E+12,4013871891109
"Birkenstock 43731 Gizeh Women's Style Sandal, Mocca Nubuk, 8",$103.71 ,,$102.33 ,$129.95 ,$103.71 ,,5,B000KC5YC2,4.01387E+12,4013871891123
"Birkenstock Unisex Boston Bosten Super-Runner Work Shoes Natural Leather Black Size 36 - Normal Footbed, Schwarz, 5.5 US Women",$106.81 ,,$106.81 ,$283.41 ,$106.81 ,,4,B001492XP6,4.01387E+12,4013871900245
Birkenstock Super Grip Professional Boston Clog Black - Size 39 - [BB129-39],$119.90 ,,$119.90 ,$150.00 ,$119.90 ,,1,B00UJFUBQO,4.01387E+12,4013871900276
Birkenstock Boston Leather Black Unisex Clogs Supergrip US Women 8.0 / Men 6.0,,,$186.95 ,$252.95 ,$186.95 ,,1,B0013W7TZ8,4.01387E+12,4013871900276
"Birkenstock Women's Clogs Mules, Black, 8.5",$143.90 ,,$119.90 ,$195.00 ,$143.90 ,,3,B001492XTW,4.01387E+12,4013871900412
"Birkenstock Men's Clogs, Black, 7",,,$170.95 ,$229.95 ,$170.95 ,,2,B0013W9HKI,4.01387E+12,4013871900429
Birkenstock Women's Gizeh Birko Flor Regular Fit Toe-Post Sandal Black-Black-3.5,$97.97 ,,$97.97 ,$104.00 ,$97.97 ,,3,B000KC3VWM,4.01387E+12,4013871905745
Birkenstock Gizeh Black Unisex Sandals Size 41 EU,,,,$295.44 ,,,,B00IR4VAKU,4.01387E+12,4013871905790
"Birkenstock Mayari Brown Havana Oily Leather Sandals for Women, Double Adjustable Buckle and Cork Insole, White, 8.5 US",,,$190.20 ,$192.20 ,,,1,B09RF1DYTB,4.03985E+12,4039854353907
Birkenstock Zermatt Standard Mules/Clogs Men Grey - 10.5 M UK - Clogs Shoes,$157.95 ,,$133.75 ,$166.95 ,,,2,B07QG2P5S7,4.03985E+12,4039854685657
Birkenstock Women's Zermatt Shearling Narrow Slippers Grey in Size US 10-10.5,$186.95 ,,$164.21 ,$230.95 ,$186.95 ,,2,B07TQ88LPV,4.03985E+12,4039854688214
"Birkenstock Women's Spring/Summer 20 Sandal, White, 7",$125.95 ,,$108.37 ,$130.95 ,,,3,B082L4S7VY,4.03985E+12,4039854804423
"Birkenstock Men's Pull-on Sandal, Navy, 6 Wide",$79.95 ,,$79.95 ,$97.95 ,$79.95 ,,1,B07ZS764QL,4.03985E+12,4039854804942
"Birkenstock Men's Sandal, Black, 10",,,$69.00 ,$69.00 ,$69.00 ,,1,B0842W7R19,4.03985E+12,4039854808469
Birkenstock Unisex Clogs Super-Birki - As Ciel Blue Light - Woman 4-4.5,$99.99 ,,$99.99 ,$99.99 ,$99.99 ,,1,B00O51AK3M,4.03986E+12,4039855467177
Birkenstock Women´s Super-Birki Ciel Blue Light Alpro-Foam Sandals 36 EU (L5 US) R 068501,,,$166.70 ,$168.70 ,$166.70 ,,1,B00O51ANGQ,4.03986E+12,4039855467184
Super-Birki,$79.90 ,,$74.90 ,$155.00 ,$98.90 ,,1,B004ZC7BTW,4.03986E+12,4039855698410
"Birkenstock Women's Gizeh Sandals, Mocha 043751, 12",,,$159.13 ,$159.13 ,$175.95 ,,2,B003ART6O6,4.04071E+12,4040714016771
Birkenstock Women's Arizona Birko-Flo Mocha Sandals - 35 W EU / 4-4.5 W US,,,$146.95 ,$159.13 ,$146.95 ,,1,B000XW1DGA,4.04071E+12,4040714059143
"Birkenstock Women's Arizona Birko-Flo Mocca Sandals - L8 M6 39,0",$108.06 ,,$108.06 ,$199.95 ,$108.06 ,,4,B000XW4S3U,4.04071E+12,4040714059181
"Birkenstock Women's Low-top Slippers, Marrone Mocca, 9",$144.95 ,,$144.95 ,$230.95 ,$144.95 ,,1,B00JDHMRKC,4.04071E+12,4040714059198
Birkenstock Men's Arizona 2-Strap Cork Footbed Sandal Mocha 44 Medium EU,$108.06 ,,$108.06 ,$199.95 ,$108.06 ,,3,B01HYVNMXE,4.04071E+12,4040714059235
Birkenstock Women's Arizona Sandals Brown in Size US 6-6.5 Narrow,,,$154.95 ,$218.95 ,$154.95 ,,1,B00UJPF8PI,4.04071E+12,4040714059280
"Birkenstock Women's Arizona, Brown, 10 AU",,,,$200.99 ,,,,B00UI027IU,4.04071E+12,4040714059310
Birkenstock Arizona Mules/Clogs Men Brown - UK:12 - Mules,$175.95 ,,$175.95 ,$229.95 ,$175.95 ,,3,B00UJP5BBY,4.04071E+12,4040714059372
Birkenstock Women's Florida Soft Footbed Birko-Flor Blau Sandals - 7.5 M US,$181.95 ,,$181.95 ,$236.95 ,$181.95 ,,1,B00AQDTEMQ,4.04071E+12,4040714064031
Birkenstock Womens Gizeh Birko-Flor Casual Holiday Silver Flip Flops - Silver - 5,,,$162.95 ,$195.95 ,$162.95 ,,1,B07CNDRZH7,4.04071E+12,4040714067148
"Birkenstock Women's Flip Flop Sandals, Metallic Silver Birko Flor, 8 us",$99.95 ,,$99.95 ,$113.95 ,$103.72 ,,2,B000KC1SFO,4.04071E+12,4040714067162
"Birkenstock Women's Sandals, Black Black Lack, 3.5 UK",,,$148.98 ,$250.65 ,$181.54 ,,2,B000XW6BD0,4.04071E+12,4040714076836
Birkenstock Men's Madrid Silver Birko Flor Sandals 42 N EU,,,$129.95 ,$173.39 ,$144.00 ,,3,B000KBIGBY,4.04071E+12,4040714146157
"Birkenstock Women's Sandals, Silver, 5.5 us",,,$129.95 ,$155.00 ,,,2,B000MSU4RY,4.04071E+12,4040714146171
Birkenstock Womens Madrid Birko-Flor Adults Summer Sandals - Silver - 6-6.5,$95.05 ,,$95.05 ,$155.00 ,$95.05 ,,2,B000KBOPDC,4.04071E+12,4040714146195
Birkenstock Womens Madrid Dark Brown Birko-Flor Summer Sandals - Dark Brown - 4-4.5,,,$130.00 ,$214.23 ,$130.00 ,,1,B07MZG7YR1,4.04071E+12,4040714154046
Birkenstock Womens Madrid Dark Brown Birko-Flor Summer Sandals - Dark Brown - 7-7.5,,,$79.95 ,$104.95 ,$79.95 ,,1,B07M5JKF38,4.04071E+12,4040714154077
"Birkenstock Women's Open Ankle, Dark Brown, 8",,,,$214.23 ,,,,B0036W4NGG,4.04071E+12,4040714154084
"Birkenstock Men´s Arizona Blue Synthetic Sandals M14 47,0 N 051753",,,$142.95 ,$215.00 ,$142.95 ,,2,B000K077NS,4.04071E+12,4040714195360
"BIRKENSTOCK Men's Open Toe Sandals, Black, 47 EU",$145.00 ,,$145.00 ,$260.95 ,$145.00 ,,2,B0057UDVVS,4.04071E+12,4040714264745
"Birkenstock Men's Undercut, Black/White, 14 AU",,,$179.00 ,$179.00 ,$179.00 ,,1,B00IR4RQ0I,4.04071E+12,4040714264752
"Birkenstock Women's Heels Open Toe Sandals, Beige, 4.5 Big Kid",,,$194.67 ,$204.67 ,$228.47 ,,1,B0711QRRK5,4.04071E+12,4040714342542
"Birkenstock Women's Heels Open Toe Sandals, Beige, 6.5 UK",,,$169.00 ,$299.95 ,$199.00 ,,5,B072PP3PFM,4.04071E+12,4040714342597
Birkenstock Unisex Adults Arizona Soft Footbed Suede Leather Sandals - Taupe - USW5/M3/EU36,,,$194.67 ,$238.53 ,$203.14 ,,2,B07288WJC4,4.04071E+12,4040714342672
"Birkenstock Womens Arizona Open Toe Casual Slide Sandals Taupe, 9-9.5",,,$155.00 ,$249.14 ,$155.00 ,,4,B0026MZ3TI,4.04071E+12,4040714342719
"Birkenstock Unisex Arizona Soft Footbed Open Toe Sandals, Taupe, 9 US Men",,,$181.95 ,$298.95 ,$181.95 ,,2,B071NZXZRP,4.04071E+12,4040714342733
Arizona Soft Footbed,$181.95 ,,$181.95 ,$277.32 ,$181.95 ,,2,B071S6B4Q8,4.04071E+12,4040714342757
Birkenstock Unisex Adults Arizona Soft Footbed Suede Leather Sandals - Taupe - USM12/EU45,,,$194.67 ,$250.73 ,$228.47 ,,3,B0714BCNBS,4.04071E+12,4040714342764
"Birkenstock Women's Casual Sandals, Mocca, 5 UK Narrow",$127.00 ,,$127.00 ,$375.35 ,$140.00 ,,1,B0026MV14O,4.04071E+12,4040714342818
"Birkenstock Men's Arizona Soft Footbed Open Toe Sandals, Mocca, 6",,,$149.00 ,$215.00 ,$149.00 ,,1,B00GWP96OI,4.04071E+12,4040714342948
Birkenstock Arizona Soft Footbed Black Suede 4 US Womens,,,$194.67 ,$251.50 ,$228.47 ,,1,B0728827FK,4.04071E+12,4040714343143
Birkenstock Arizona Soft Footbed Black Suede 7 US Womens,,,$194.67 ,$251.50 ,$228.47 ,,1,B0026MV16C,4.04071E+12,4040714343174
"Birkenstock Men's Heels Open Toe Sandals, Noir, 6",,,$160.00 ,$215.00 ,$160.00 ,,3,B0026MP5ZU,4.04071E+12,4040714343181
"Birkenstock Men's Flatform Clogs, Taupe, 9",,,$345.32 ,$372.69 ,$345.32 ,,3,B076LTNDWP,4.04071E+12,4040714343815
Boston Soft Footbed,,,$375.13 ,$375.13 ,$408.93 ,,1,B076LRWPCV,4.04071E+12,4040714343853
"Birkenstock Men's Clogs, Black/Black/Black, 8-8.5",,,,$268.60 ,,,,B0026N05ZE,4.04071E+12,4040714382999
"BIRKENSTOCK Men's Clogs Clogs , Noir Black , 9 US",,,$179.00 ,$268.60 ,$179.00 ,,2,B07CVN7GG1,4.04071E+12,4040714383002
"Birkenstock Men's Clogs, Black/Black/Black, 11-11.5",,,,$268.60 ,,,,B07FKM9TV6,4.04071E+12,4040714383026
"Birkenstock BIRK-053013 Arizona Leather Sandals, Black, 38",,,,$337.03 ,,,,B00109T4QQ,4.04071E+12,4040714384634
"Birkenstock Women's All Year Round Product 20 Open Back Slippers, Black, 11",,,,$205.75 ,,,,B000XW6YEQ,4.04071E+12,4040714384757
Birkenstock Women's Florida Soft Footbed Birko-Flor Black Sandals - 41 M EU / 10-10.5 B(M) US,,,,$214.65 ,,,,B00AQDT80E,4.04071E+12,4040714384757
Birkenstock Womens Florida Soft Foot Bed Birko-Flor Triple Buckle Sandal - Black - US11/EU42,,,,$221.06 ,,,,B00AQDT8C2,4.04071E+12,4040714384764
Arizona,,,$158.95 ,$195.00 ,$158.95 ,,3,B0013VZIF2,4.04071E+12,4040714437422
"Birkenstock Unisex Arizona Leather Sandals, Brown",,,$186.53 ,$373.98 ,$186.53 ,,2,B000UWK4QI,4.04071E+12,4040714437446
"Birkenstock Unisex Arizona Leather Sandals, Brown",,,$174.36 ,$198.95 ,$198.95 ,,2,B000QE3O9O,4.04071E+12,4040714437491
Arizona,$115.57 ,,$115.57 ,$308.98 ,$115.57 ,,3,B003AQCBPI,4.04071E+12,4040714437514
Arizona,$114.35 ,,$114.35 ,$227.94 ,$114.35 ,,3,B003AQCBR6,4.04071E+12,4040714437538
"Birkenstock Unisex's Open Toe Sandals, Brown Habana, 38 EU Étroit",$117.90 ,$117.90 ,$114.35 ,$200.00 ,$114.35 ,,4,B003AQCBS0,4.04071E+12,4040714437545
"Birkenstock Men's Mule Sandals, Brown Habana, 6",$114.35 ,,$114.35 ,$382.30 ,$114.35 ,,3,B000MSX7CI,4.04071E+12,4040714437552
"Birkenstock Unisex Flatform, Habana 052533, 9 US Men",$114.35 ,,$114.35 ,$235.95 ,$114.35 ,,2,B000MSX7GO,4.04071E+12,4040714437583
"Birkenstock Men's Mule Sandals, Marrone, 11 Narrow",$114.35 ,,$114.35 ,$306.48 ,$114.35 ,,2,B000MSWAGM,4.04071E+12,4040714437606
"Birkenstock Unisex Milano Leather Sandals, Habana Brown, 41",$128.68 ,,$128.68 ,$235.52 ,,,4,B000UWI1G8,4.04071E+12,4040714437934
"Birkenstock Men's Slingback Sling Back Sandals, Brown Habana Habana, 11 Narrow",$222.95 ,,$184.52 ,$329.88 ,,,3,B07RB7S2D3,4.04071E+12,4040714438085
"Birkenstock Men's Slingback Sling Back Sandals, Brown Habana Habana, 12 Narrow",,,$184.52 ,$305.65 ,,,2,B07RDYRFJ2,4.04071E+12,4040714438092
"Birkenstock Men's Clogs, Brown (Habana), 6-6.5",,,$186.95 ,$333.31 ,,,1,B000UYT85Y,4.04071E+12,4040714438122
"Birkenstock Men's Clogs, Brown (Habana), 9",$149.95 ,,$149.95 ,$259.05 ,$169.91 ,,2,B000MSY47A,4.04071E+12,4040714438160
"BIRKENSTOCK Boston, Unisex Adults' Clogs, Brown (Habana),8 UK",,,$186.95 ,$299.95 ,$186.95 ,,4,B07CRMSKDL,4.04071E+12,4040714438184
"Birkenstock Boston, Unisex Adults' Clogs, Brown (Habana),10.5 UK (45 EU)",,,$196.95 ,$269.74 ,$196.95 ,,1,B000UWI230,4.04071E+12,4040714438214
"Birkenstock Boston, Unisex Adults' Clogs, Brown (Habana), 5 UK",,,$175.95 ,$383.62 ,$175.95 ,,1,B003AQCVDA,4.04071E+12,4040714438269
"Birkenstock Unisex Madrid Leather Sandals, Black Patent, 43",,,$148.98 ,$197.48 ,$182.78 ,,1,B003AQCJPU,4.04071E+12,4040714491431
"Birkenstock Women Sandals, Black, 9.5",,,$169.95 ,$169.95 ,$169.95 ,,1,B00UHWBNT8,4.04071E+12,4040714632216
"Birkenstock Women's Tongs Sandals, Black 071791, 10",$95.25 ,,$95.25 ,$286.26 ,$95.25 ,,1,B001G29OGM,4.04071E+12,4040714632216
"Birkenstock Original Mayari Birko Flor Narrow Width, Black 36 (étroit)",$90.78 ,,$90.78 ,$227.86 ,,,0,B001G280Z8,4.04071E+12,4040714632254
"Birkenstock Women's Modern, Black Schwarz, 8.5 AU",,,,$219.74 ,,,,B00UHKR7DG,4.04071E+12,4040714632292
Birkenstock Womens Mayari in Black from Birko-Flor Thong 40.0 EU N,,,$120.00 ,$149.00 ,$125.00 ,,1,B001G2BKI2,4.04071E+12,4040714632292
"Birkenstock Womens Mayari Holiday Birko-Flor Beach Summer Flat Sandals - White - EU 38, UK 5",$80.48 ,,$80.47 ,$394.93 ,,,0,B001G2F18M,4.04071E+12,4040714632346
Birkenstock Womens Mayari Birko-Flor Sandal 6 White,$102.64 ,,$102.64 ,$120.02 ,$102.64 ,,1,B00UJT0MV4,4.04071E+12,4040714632353
"BIRKENSTOCK Women's Flip Flops, White, 9",$102.64 ,,$102.64 ,$268.14 ,$102.64 ,,3,B001G2DALC,4.04071E+12,4040714632384
Birkenstock Unisex Mayari Birko-Flor White Sandals 9 W / 7 M US,,,$148.98 ,$158.98 ,$182.57 ,,1,B001G2DARQ,4.04071E+12,4040714632476
Birkenstock Men´s Mayari Mocca Birkibuc Sandals 41 EU (M8/L10 US) R 071061,,,$181.95 ,$218.95 ,$194.95 ,,1,B00UHWZDJY,4.04071E+12,4040714632575
"Birkenstock Women's Flip Flop Sandals, Grey Stone, 4.5 Big Kid",,,$159.13 ,$210.95 ,$159.95 ,,2,B071S1CPHL,4.04071E+12,4040714642697
"Birkenstock Women's Open-Back Flip Flops, Grey Stone, 5.5",,,$104.00 ,$199.95 ,$134.00 ,,1,B07145DY9D,4.04071E+12,4040714642703
"Birkenstock Women's Tongs Flip Flops, Stone, 6",$99.95 ,,$99.95 ,$133.95 ,$99.95 ,,3,B071HNM6ZX,4.04071E+12,4040714642710
Mayari,,,$159.13 ,$207.95 ,$185.95 ,,2,B01FR6MDZQ,4.04071E+12,4040714642765
"Birkenstock Unisex's Normal Slides, Black/White, 50 EU",$95.25 ,,$95.25 ,$170.41 ,$95.25 ,,3,B004M29M6A,4.04071E+12,4040714753010
"Birkenstock Men's Classic Clogs, Black 230114, 49 EU Estrecho",$95.25 ,,$95.25 ,$183.95 ,$95.25 ,,3,B00F3A5J1C,4.04071E+12,4040714753027
"Birkenstock Classic Men's Mules, Brown Habana, 48 EU",,,$179.95 ,$258.46 ,$175.95 ,,1,B002QF79CO,4.04071E+12,4040714796376
Arizona,,,$174.36 ,$198.95 ,$190.95 ,,2,B002QUU7IC,4.04071E+12,4040714796420
Arizona,$115.57 ,,$115.57 ,$243.02 ,$115.57 ,,3,B002PJ34UC,4.04071E+12,4040714796437
"Birkenstock Men´s Boston Habana Waxy Leather Sandals M14 47,0 N 860133",$172.95 ,,$172.95 ,$325.95 ,$172.95 ,,1,B002S3GTT8,4.04071E+12,4040714796536
Birkenstock Women's Florida Soft Cork Footbed Sandal Mocha 40 Medium EU,,,,$213.56 ,,,,B071VRQP6Z,4.04071E+12,4040714846705
"Birkenstock Men's Clog, Narvic Rayures Beiges, 9 US",,,$281.27 ,$343.17 ,$281.27 ,,2,B00TGWAOFY,4.04071E+12,4040714854854
"Birkenstock Women's Clogs, Brown Tabacco Brown, 11-11.5 M US Women / 9-9.5 M US Men",,,,$232.00 ,,,,B0042W2C3U,4.04071E+12,4040714854861
"Birkenstock Classic Women's Mules, Brown Tobacco Brown, 35 EU Schmal",,,$135.00 ,$151.95 ,$135.00 ,,1,B004329IRM,4.04071E+12,4040714888743
Birkenstock Womens Madrid White Birko-Flor Patent Summer Sandals - White - 10-10.5,,,$148.98 ,$244.53 ,$182.57 ,,1,B01NCBBW2X,"4040714888750, 4052605933418","4040714888750, 4052605933418"
"BIRKENSTOCK Men's Mules, Brown, 6.5",$191.95 ,,$191.95 ,$397.21 ,$181.95 ,,1,B00432B38O,4.04071E+12,4040714888781
Birkenstock Arizona Leather Sandals Tobacco Brown,$130.00 ,$130.00 ,$130.00 ,$249.15 ,$185.95 ,,1,B004327FCM,4.04071E+12,4040714888811
Birkenstock Arizona Leather Sandals Tobacco Brown,$125.00 ,,$125.00 ,$250.65 ,$125.00 ,,3,B004329JQW,4.04071E+12,4040714888828
"Birkenstock Arizona Leather Sandals, Tobacco Brown, 45",,,$198.95 ,$253.95 ,$198.95 ,,1,B00432B3XY,4.04071E+12,4040714888842
"Birkenstock Women's Flip Flops Flo, Brown Brown Tr I2 29, 4.5 Narrow",,,$126.85 ,$252.95 ,$126.85 ,,3,B00432B3LQ,4.04071E+12,4040714889344
"Birkenstock Women's Open-Back, Tobacco Brown Leather, 7-7.5 M US",$131.94 ,,$131.94 ,$180.00 ,$131.94 ,,3,B0040J5Y4Y,4.04071E+12,4040714889375
Birkenstock Women's 943811 Style Gizeh Sandal,$131.94 ,,$131.94 ,$253.95 ,$131.94 ,,3,B0040J5Y62,4.04071E+12,4040714889399
Birkenstock Womens Madrid Pearl White Birko-Flor Sandals 37 EU,,,$152.95 ,$166.95 ,$152.95 ,,1,B00JDHLQY0,4.04071E+12,4040714891439
"Birkenstock Women's Narrow Fit Sandals, White, 4.5 Big Kid",,,$169.95 ,$195.95 ,$182.95 ,,1,B00432AV78,4.04071E+12,4040714891507
Birkenstock Madrid Birko-Flor Narrow Graceful Pearl White size EU 36 - US L5,,,$91.56 ,$177.95 ,$111.56 ,,2,B07CNWKCV6,4.04071E+12,4040714891514
"Birkenstock Women's Narrow Fit Sandals, White, 6",,,,$179.74 ,,,,B004329BCE,4.04071E+12,4040714891521
"Birkenstock Women's Spring/Summer 20 Sandals, Graceful Pearl White, 7",,,$91.56 ,$165.95 ,$110.97 ,,3,B00432770C,4.04071E+12,4040714891538
"Birkenstock Girl's Flip Flop Sandals, Beige Graceful Pearl White, 2.5 UK",,,$94.60 ,$159.13 ,$124.60 ,,3,B00432C7ES,4.04071E+12,4040714892498
"Birkenstock Women's Sandals Flip Flops, Pearl White, 5.5",,,$102.33 ,$197.48 ,$122.33 ,,3,B00432F1UA,4.04071E+12,4040714892504
"Birkenstock Women's Flip Flop, Graceful Antique Lace, 12",,,$114.95 ,$191.00 ,$114.95 ,,2,B00432AN3K,4.04071E+12,4040714892573
Birkenstock Women's Arizona Birko-Flo Black Sandals - 6-6.5 2A(N) US Women,,,$108.41 ,$219.95 ,$108.41 ,,1,B0057UE5FY,4.04071E+12,4040714996981
Birkenstock Women's Arizona Birko-Flo Black Sandals - 7-7.5 2A(N) US Women,,,$158.95 ,$238.47 ,$171.95 ,,1,B0057UE5Y0,4.04071E+12,4040714996998
Birkenstock Women's Arizona Birko-Flo Black Sandals - 9-9.5 B(M) US Women/7-7.5 D(M) US Men,,,$115.62 ,$238.47 ,$145.62 ,,3,B0057UE6FS,4.04071E+12,4040714997018
Birkenstock Women's Arizona Birko-Flo Black Sandals - 44 EU Narrow,,,$115.62 ,$176.80 ,$125.00 ,,3,B0057UE7P2,4.04071E+12,4040714997056
Boston,,,$162.89 ,$250.73 ,,,3,B0057UDTL0,4.04071E+12,4040714997360
"Birkenstock Unisex Sandals, Black, 9 US Women",,,$162.89 ,$241.58 ,$162.89 ,,3,B0057UDTP6,4.04071E+12,4040714997377
"Birkenstock Men's Boston Oiled Leather Sandals, Black, 8 US",,,$168.45 ,$350.02 ,$168.45 ,,2,B0057UDTU6,4.04071E+12,4040714997384
Boston,$157.95 ,,$157.95 ,$274.09 ,$145.00 ,,2,B0057UDU3W,4.04071E+12,4040714997391
Boston,,,$169.99 ,$260.95 ,$169.99 ,,2,B0057UDUJQ,4.04071E+12,4040714997407
Boston,,,$169.99 ,$262.79 ,$169.99 ,,2,B0057UDUVY,4.04071E+12,4040714997414
Boston,,,$175.95 ,$257.32 ,$175.95 ,,1,B0057UDV90,4.04071E+12,4040714997421
"Birkenstock Classic Women's Open Toe Sandals, Black, 37 EU Schmal",,,$159.99 ,$261.80 ,$159.99 ,,3,B0057UDXHA,4.04071E+12,4040714997469
Birkenstock Boston Size 10.5 US Black,,,$169.00 ,$300.05 ,$170.95 ,,2,B0057UDZJQ,4.04071E+12,4040714997513
"Birkenstock Women's Passe-pouces Mayari Birko-Flor ICY Metallic Old Rose Sandal, 5.5",,,,$250.65 ,,,,B07ZQHXK6S,4.04373E+12,4043734658709
